quarter,time_dk,time_utc,spot_price_eur,deep_bilstm_eur,transformer_tft_eur,transfer_lgb_eur,hierarchical_eur,pure15m_catboost_eur,meta_ensemble_eur,meta_ensemble_dkk,actual_settled_imbalance_eur,error_spread_eur,agent_action,status
Q57,2026-09-10 14:00,2026-09-10 12:00,77.88,77.94,76.92,90.38,93.92,92.48,86.02,641.7,77.88,8.14,BUY Spot,Settled
Q58,2026-09-10 14:15,2026-09-10 12:15,89.53,89.48,87.41,102.03,104.47,99.71,96.34,718.69,4.06,92.28,BUY Spot,Settled
Q59,2026-09-10 14:30,2026-09-10 12:30,96.68,96.64,94.68,109.18,107.75,105.68,102.55,765.02,96.68,5.87,BUY Spot,Settled
Q60,2026-09-10 14:45,2026-09-10 12:45,105.4,105.4,103.02,117.9,106.23,117.01,109.73,818.6,5.0,104.73,BUY Spot,Settled
Q61,2026-09-10 15:00,2026-09-10 13:00,102.09,102.11,101.13,114.59,103.39,117.1,107.47,801.75,102.09,5.38,BUY Spot,Settled
Q62,2026-09-10 15:15,2026-09-10 13:15,113.7,113.7,111.21,126.2,115.0,124.99,118.04,880.55,119.0,0.96,BUY Spot,Settled
Q63,2026-09-10 15:30,2026-09-10 13:30,123.66,123.65,121.57,136.16,132.19,135.55,129.58,966.69,139.25,9.67,BUY Spot,Settled
Q64,2026-09-10 15:45,2026-09-10 13:45,134.42,134.48,132.0,146.92,78.06,146.01,127.78,953.26,134.42,6.64,SELL Spot,Settled
Q65,2026-09-10 16:00,2026-09-10 14:00,114.07,114.05,112.13,126.57,116.55,125.21,118.72,885.63,205.99,87.27,BUY Spot,Settled
Q66,2026-09-10 16:15,2026-09-10 14:15,144.03,144.05,140.68,156.53,146.51,155.62,148.48,1107.63,144.03,4.45,BUY Spot,Settled
Q67,2026-09-10 16:30,2026-09-10 14:30,162.15,162.18,158.98,174.65,164.63,173.74,166.64,1243.12,182.0,15.36,BUY Spot,Settled
Q68,2026-09-10 16:45,2026-09-10 14:45,181.35,181.39,176.42,193.85,183.83,192.94,185.47,1383.59,181.35,4.12,BUY Spot,Settled
Q69,2026-09-10 17:00,2026-09-10 15:00,154.49,154.5,147.64,166.99,156.97,166.08,158.2,1180.16,17.71,140.49,BUY Spot,Settled
Q70,2026-09-10 17:15,2026-09-10 15:15,184.18,184.23,176.55,196.68,186.66,195.77,187.73,1400.48,124.45,63.28,BUY Spot,Settled
Q71,2026-09-10 17:30,2026-09-10 15:30,196.23,196.24,185.27,208.73,198.71,207.82,199.07,1485.08,196.23,2.84,BUY Spot,Settled
Q72,2026-09-10 17:45,2026-09-10 15:45,215.51,215.48,203.22,228.01,217.99,227.1,218.06,1626.75,274.13,56.07,BUY Spot,Settled
Q73,2026-09-10 18:00,2026-09-10 16:00,203.21,203.21,192.98,215.71,205.69,214.35,206.11,1537.62,203.21,2.9,BUY Spot,Settled
Q74,2026-09-10 18:15,2026-09-10 16:15,237.97,238.03,233.41,250.47,240.45,249.11,242.08,1805.93,299.68,57.6,BUY Spot,Settled
Q75,2026-09-10 18:30,2026-09-10 16:30,254.99,255.02,249.07,267.49,257.47,264.86,258.57,1928.9,257.5,1.07,BUY Spot,Settled
Q76,2026-09-10 18:45,2026-09-10 16:45,301.49,301.48,294.48,313.99,303.97,311.36,304.83,2274.0,301.49,3.34,BUY Spot,Settled
Q77,2026-09-10 19:00,2026-09-10 17:00,360.06,360.05,352.41,372.56,362.54,369.93,363.26,2709.93,160.32,202.94,BUY Spot,Settled
Q78,2026-09-10 19:15,2026-09-10 17:15,409.64,409.66,404.19,422.14,412.12,419.02,413.22,3082.59,160.64,252.58,BUY Spot,Settled
Q79,2026-09-10 19:30,2026-09-10 17:30,515.27,515.28,511.19,527.77,517.75,525.14,519.23,3873.44,158.51,360.72,BUY Spot,Settled
Q80,2026-09-10 19:45,2026-09-10 17:45,602.1,602.14,598.39,614.6,604.58,611.48,606.05,4521.12,138.87,467.18,BUY Spot,Settled
Q81,2026-09-10 20:00,2026-09-10 18:00,593.61,593.56,590.49,606.11,596.09,604.31,597.92,4460.49,119.85,478.07,BUY Spot,Settled
Q82,2026-09-10 20:15,2026-09-10 18:15,481.58,481.58,478.43,494.08,425.22,489.66,474.1,3536.77,150.48,323.62,SELL Spot,Settled
Q83,2026-09-10 20:30,2026-09-10 18:30,371.08,371.07,368.43,383.58,389.38,393.88,380.87,2841.26,140.53,240.34,BUY Spot,Settled
Q84,2026-09-10 20:45,2026-09-10 18:45,301.17,301.18,298.49,313.67,312.24,319.32,308.67,2302.68,149.34,159.33,BUY Spot,Settled
Q85,2026-09-10 21:00,2026-09-10 19:00,271.39,271.4,268.66,283.89,282.46,285.59,278.12,2074.74,134.1,144.02,BUY Spot,Settled
Q86,2026-09-10 21:15,2026-09-10 19:15,268.06,268.05,265.58,280.56,279.13,286.01,275.56,2055.67,121.17,154.39,BUY Spot,Settled
Q87,2026-09-10 21:30,2026-09-10 19:30,241.43,241.42,238.89,253.93,252.5,259.05,248.85,1856.45,145.28,103.57,BUY Spot,Settled
Q88,2026-09-10 21:45,2026-09-10 19:45,238.01,238.0,235.49,250.51,249.08,255.67,245.44,1831.01,143.1,102.34,BUY Spot,Settled
Q89,2026-09-10 22:00,2026-09-10 20:00,239.7,239.7,237.0,252.2,250.77,257.55,247.13,1843.62,124.27,122.86,BUY Spot,Settled
Q90,2026-09-10 22:15,2026-09-10 20:15,226.41,226.44,223.91,238.91,237.48,245.96,234.22,1747.29,133.21,101.01,BUY Spot,Settled
Q91,2026-09-10 22:30,2026-09-10 20:30,222.91,222.91,220.61,235.41,234.84,247.03,231.8,1729.26,134.18,97.62,BUY Spot,Settled
Q92,2026-09-10 22:45,2026-09-10 20:45,211.18,211.19,209.21,223.68,223.11,232.8,219.66,1638.69,118.34,101.32,BUY Spot,Settled
Q93,2026-09-10 23:00,2026-09-10 21:00,218.13,218.15,215.77,230.63,230.43,241.91,227.02,1693.59,135.23,91.79,BUY Spot,Settled
Q94,2026-09-10 23:15,2026-09-10 21:15,210.51,210.51,208.36,223.01,222.81,231.21,218.85,1632.61,156.56,62.29,BUY Spot,Settled
Q95,2026-09-10 23:30,2026-09-10 21:30,197.52,197.53,195.29,210.02,209.3,221.06,206.29,1538.91,116.77,89.52,BUY Spot,Settled
Q96,2026-09-10 23:45,2026-09-10 21:45,171.16,171.14,168.98,183.66,182.94,190.27,179.08,1335.94,118.0,61.08,BUY Spot,Settled
