quarter,time_dk,time_utc,spot_price_eur,deep_bilstm_eur,transformer_tft_eur,transfer_lgb_eur,hierarchical_eur,pure15m_catboost_eur,meta_ensemble_eur,meta_ensemble_dkk,actual_settled_imbalance_eur,error_spread_eur,agent_action,status
Q1,2026-09-11 00:00,2026-09-10 22:00,183.44,183.41,181.31,133.47,176.32,159.77,167.63,1250.52,183.44,15.81,SELL Spot,Settled
Q2,2026-09-11 00:15,2026-09-10 22:15,185.92,185.94,183.84,135.95,178.8,158.29,169.38,1263.56,185.92,16.54,SELL Spot,Settled
Q3,2026-09-11 00:30,2026-09-10 22:30,186.74,186.83,184.7,136.77,179.62,158.97,170.19,1269.65,186.74,16.55,SELL Spot,Settled
Q4,2026-09-11 00:45,2026-09-10 22:45,180.73,180.7,178.7,130.76,173.61,150.45,163.68,1221.07,180.73,17.05,SELL Spot,Settled
Q5,2026-09-11 01:00,2026-09-10 23:00,196.82,196.8,194.59,146.85,189.7,166.0,179.63,1340.01,127.24,52.39,SELL Spot,Settled
Q6,2026-09-11 01:15,2026-09-10 23:15,178.05,178.08,175.86,128.08,170.93,148.29,161.08,1201.63,16.87,144.21,SELL Spot,Settled
Q7,2026-09-11 01:30,2026-09-10 23:30,175.47,175.46,173.36,125.5,168.35,139.89,157.4,1174.19,267.6,110.2,SELL Spot,Settled
Q8,2026-09-11 01:45,2026-09-10 23:45,172.53,172.56,170.46,122.56,165.41,135.55,154.21,1150.4,172.53,18.32,SELL Spot,Settled
Q9,2026-09-11 02:00,2026-09-11 00:00,175.02,175.02,173.03,125.05,167.9,134.21,155.98,1163.61,175.02,19.04,SELL Spot,Settled
Q10,2026-09-11 02:15,2026-09-11 00:15,172.35,172.33,170.47,122.38,165.23,131.68,153.36,1144.04,34.56,118.8,SELL Spot,Settled
Q11,2026-09-11 02:30,2026-09-11 00:30,169.82,169.83,167.91,119.85,162.7,128.37,150.68,1124.04,169.82,19.14,SELL Spot,Settled
Q12,2026-09-11 02:45,2026-09-11 00:45,168.27,168.28,166.42,118.3,161.15,126.14,149.01,1111.62,168.27,19.26,SELL Spot,Settled
Q13,2026-09-11 03:00,2026-09-11 01:00,165.84,165.85,163.95,115.87,158.72,122.0,146.25,1091.01,165.84,19.59,SELL Spot,Settled
Q14,2026-09-11 03:15,2026-09-11 01:15,163.41,163.42,161.51,113.44,156.29,118.34,143.58,1071.09,163.41,19.83,SELL Spot,Settled
Q15,2026-09-11 03:30,2026-09-11 01:30,165.18,165.16,163.31,115.21,158.06,119.95,145.32,1084.08,267.6,122.28,SELL Spot,Settled
Q16,2026-09-11 03:45,2026-09-11 01:45,163.63,163.58,161.73,113.66,156.51,116.68,143.43,1069.98,374.57,231.14,SELL Spot,Settled
