quarter,time_dk,time_utc,spot_price_eur,deep_bilstm_eur,transformer_tft_eur,transfer_lgb_eur,hierarchical_eur,pure15m_catboost_eur,meta_ensemble_eur,meta_ensemble_dkk,actual_settled_imbalance_eur,error_spread_eur,agent_action,status
Q1,2026-09-09 00:00,2026-09-08 22:00,150.89,150.94,147.15,122.76,107.31,130.52,131.97,984.51,150.89,18.92,SELL Spot,Settled
Q2,2026-09-09 00:15,2026-09-08 22:15,150.85,150.85,147.2,122.72,107.27,130.84,132.01,984.82,150.85,18.84,SELL Spot,Settled
Q3,2026-09-09 00:30,2026-09-08 22:30,150.87,150.9,147.32,122.74,107.29,130.79,132.05,985.06,150.87,18.82,SELL Spot,Settled
Q4,2026-09-09 00:45,2026-09-08 22:45,147.4,147.36,143.96,119.27,103.82,127.64,128.65,959.71,147.4,18.75,SELL Spot,Settled
Q5,2026-09-09 01:00,2026-09-08 23:00,151.89,151.86,148.31,123.76,108.31,133.81,133.45,995.52,151.89,18.44,SELL Spot,Settled
Q6,2026-09-09 01:15,2026-09-08 23:15,145.57,145.56,142.18,117.44,101.99,128.09,127.29,949.61,159.42,32.13,SELL Spot,Settled
Q7,2026-09-09 01:30,2026-09-08 23:30,141.77,141.74,138.42,113.64,98.19,122.75,123.19,918.98,141.77,18.58,SELL Spot,Settled
Q8,2026-09-09 01:45,2026-09-08 23:45,139.59,139.64,136.3,111.46,96.01,120.05,120.93,902.14,90.01,30.92,SELL Spot,Settled
Q9,2026-09-09 02:00,2026-09-09 00:00,144.76,144.76,141.41,116.63,101.18,125.05,126.05,940.3,111.37,14.68,SELL Spot,Settled
Q10,2026-09-09 02:15,2026-09-09 00:15,142.8,142.8,139.53,114.67,99.22,122.82,124.05,925.39,102.82,21.23,SELL Spot,Settled
Q11,2026-09-09 02:30,2026-09-09 00:30,140.41,140.38,137.17,112.28,96.83,117.23,121.01,902.74,102.8,18.21,SELL Spot,Settled
Q12,2026-09-09 02:45,2026-09-09 00:45,137.56,137.55,134.33,109.43,93.98,114.88,118.27,882.28,137.56,19.29,SELL Spot,Settled
Q13,2026-09-09 03:00,2026-09-09 01:00,141.77,141.78,138.59,113.64,98.19,116.79,122.03,910.35,141.77,19.74,SELL Spot,Settled
Q14,2026-09-09 03:15,2026-09-09 01:15,137.49,137.46,134.28,109.36,93.91,113.95,118.03,880.47,127.64,9.61,SELL Spot,Settled
Q15,2026-09-09 03:30,2026-09-09 01:30,136.81,136.78,133.41,108.68,93.23,110.33,116.72,870.7,136.81,20.09,SELL Spot,Settled
Q16,2026-09-09 03:45,2026-09-09 01:45,135.95,136.01,132.37,107.82,90.11,100.24,113.54,846.97,136.68,23.14,SELL Spot,Settled
Q17,2026-09-09 04:00,2026-09-09 02:00,137.77,137.8,134.09,109.64,91.93,102.59,115.44,861.16,137.77,22.33,SELL Spot,Settled
Q18,2026-09-09 04:15,2026-09-09 02:15,137.3,137.29,132.73,109.17,90.68,104.94,115.19,859.32,137.3,22.11,SELL Spot,Settled
Q19,2026-09-09 04:30,2026-09-09 02:30,137.0,136.99,132.58,108.87,90.38,103.61,114.71,855.76,267.6,152.89,SELL Spot,Settled
