quarter,time_dk,time_utc,spot_price_eur,deep_bilstm_eur,transformer_tft_eur,transfer_lgb_eur,hierarchical_eur,pure15m_catboost_eur,meta_ensemble_eur,meta_ensemble_dkk,actual_settled_imbalance_eur,error_spread_eur,agent_action,status
Q1,2026-09-09 00:00,2026-09-08 22:00,150.18,150.14,153.37,125.32,99.23,124.15,134.43,1002.82,150.18,15.75,SELL Spot,Settled
Q2,2026-09-09 00:15,2026-09-08 22:15,150.99,151.0,154.14,126.13,100.04,122.72,134.79,1005.57,110.6,24.19,SELL Spot,Settled
Q3,2026-09-09 00:30,2026-09-08 22:30,150.9,150.89,154.0,126.04,99.95,124.14,134.99,1007.01,334.5,199.51,SELL Spot,Settled
Q4,2026-09-09 00:45,2026-09-08 22:45,147.45,147.47,150.49,122.59,96.5,128.62,133.11,992.97,290.35,157.24,SELL Spot,Settled
Q5,2026-09-09 01:00,2026-09-08 23:00,152.19,152.17,155.36,127.33,101.24,132.39,137.67,1027.05,164.77,27.1,SELL Spot,Settled
Q6,2026-09-09 01:15,2026-09-08 23:15,146.14,146.16,149.17,121.28,95.19,131.56,132.64,989.47,159.42,26.78,SELL Spot,Settled
Q7,2026-09-09 01:30,2026-09-08 23:30,142.67,142.68,145.71,117.81,91.72,122.56,128.07,955.39,148.96,20.89,SELL Spot,Settled
Q8,2026-09-09 01:45,2026-09-08 23:45,140.31,140.3,143.35,115.45,89.36,115.21,124.71,930.36,84.72,39.99,SELL Spot,Settled
Q9,2026-09-09 02:00,2026-09-09 00:00,145.92,145.92,149.03,121.06,94.97,118.84,129.95,969.4,107.39,22.56,SELL Spot,Settled
Q10,2026-09-09 02:15,2026-09-09 00:15,144.17,144.19,147.27,119.31,93.22,117.36,128.25,956.78,128.49,0.24,SELL Spot,Settled
Q11,2026-09-09 02:30,2026-09-09 00:30,141.58,141.6,144.68,116.72,90.63,115.35,125.78,938.32,141.58,15.8,SELL Spot,Settled
Q12,2026-09-09 02:45,2026-09-09 00:45,138.4,138.45,141.53,113.54,87.45,112.86,122.75,915.72,128.18,5.43,SELL Spot,Settled
Q13,2026-09-09 03:00,2026-09-09 01:00,142.94,142.92,146.05,118.08,91.99,115.9,126.97,947.22,112.07,14.9,SELL Spot,Settled
Q14,2026-09-09 03:15,2026-09-09 01:15,138.24,138.27,141.42,113.38,87.29,109.92,122.05,910.48,127.64,5.59,SELL Spot,Settled
Q15,2026-09-09 03:30,2026-09-09 01:30,137.52,137.53,140.88,112.66,86.57,110.81,121.68,907.76,137.52,15.84,SELL Spot,Settled
Q16,2026-09-09 03:45,2026-09-09 01:45,136.41,136.42,139.97,111.55,85.46,105.06,119.7,892.93,136.41,16.71,SELL Spot,Settled
Q17,2026-09-09 04:00,2026-09-09 02:00,138.18,138.14,141.92,113.32,96.98,105.28,122.4,913.08,104.78,17.62,SELL Spot,Settled
Q18,2026-09-09 04:15,2026-09-09 02:15,137.59,137.59,142.24,112.73,96.39,97.75,120.65,900.05,137.59,16.94,SELL Spot,Settled
Q19,2026-09-09 04:30,2026-09-09 02:30,137.14,137.18,141.69,112.28,95.94,97.89,120.3,897.46,267.6,147.3,SELL Spot,Settled
Q20,2026-09-09 04:45,2026-09-09 02:45,137.36,137.33,142.21,112.5,96.16,101.25,121.2,904.15,204.0,82.8,SELL Spot,Settled
Q21,2026-09-09 05:00,2026-09-09 03:00,136.61,136.59,141.9,111.75,223.45,110.38,138.35,1032.08,204.0,65.65,BUY Spot,Settled
Q22,2026-09-09 05:15,2026-09-09 03:15,138.02,138.0,142.83,113.16,224.86,115.03,140.29,1046.56,138.02,2.27,BUY Spot,Settled
Q23,2026-09-09 05:30,2026-09-09 03:30,143.2,143.2,147.94,118.34,230.04,119.42,145.3,1083.95,41.93,103.37,BUY Spot,Settled
Q24,2026-09-09 05:45,2026-09-09 03:45,148.9,148.92,153.42,124.04,235.74,120.35,150.01,1119.06,77.69,72.32,HOLD,Settled
Q25,2026-09-09 06:00,2026-09-09 04:00,153.82,153.81,159.29,128.96,240.66,125.09,155.11,1157.1,29.13,125.98,BUY Spot,Settled
Q26,2026-09-09 06:15,2026-09-09 04:15,174.5,174.52,179.06,149.64,261.34,143.99,175.23,1307.19,50.81,124.42,HOLD,Settled
Q27,2026-09-09 06:30,2026-09-09 04:30,179.29,179.28,183.79,154.43,266.13,149.16,180.07,1343.35,60.66,119.41,HOLD,Settled
